S,D1,D2,D3,D4,D5,D6,D7,C
R,1362,112,1008,587,288,2177,735,N
R,5717,3301,11977,3866,4066,7113,6909,N
R,3779,707,2176,322,5468,5585,2025,N
R,1384,36,0,0,9113,1316,4825,N
R,568,3439,169,803,5367,204,491,N
R,596,172,726,0,923,712,3958,N
R,0,800,1705,0,0,5340,5459,N
PF,708,1897,3398,201,827,575,2204,N
R,1003,1,735,566,3287,1298,1800,N
R,889,167,161,110,905,1067,2080,N
R,4069,2184,814,376,258,1676,906,N
R,22,2360,2639,69,0,944,1463,N
PF,2295,1047,0,332,361,46,3250,N
R,0,610,0,0,1218,406,4693,N
R,0,1,342,1748,5316,5876,7653,N
R,39,0,4136,2159,1971,1584,257,N
R,2793,940,1209,831,333,672,2106,N
PF,182,0,159,90,981,759,250,N
R,2376,6998,4128,3517,5822,2767,2096,N
PF,0,0,0,0,0,0,2544,N
R,100,3099,7389,3954,460,1890,1591,N
R,0,0,0,0,2,503,1814,N
PF,0.1,3,12,40,210,1492,1873,N
R,5503,4782,1362,564,0,0,0,N
F,0,0,0,1324,1120,437,40,N
R,0,0,0,0,0,800,503,N
R,0,0,0,0,2230,0,0,N
R,13054,256,2476,2528,4383,992,997,N
R,269,0,0,0,642,798,335,N
F,0,0,0,0,0,0,173,N
R,135,96,0,1,217,614,851,N
R,508,1028,774,1743,0,0,127,N
R,0,0,0,0,0,15,0,N
R,1181,2541,1002,3692,5491,2161,3169,N
R,2957,2112,1366,1347,2189,1167,1953,N
R,1250,42,124,119,364,579,1016,N
R,2408,5286,1107,1751,667,5607,3326,N
R,35,30,1439,45,0,1,1228,N
R,2865,2590,905,1989,2938,3110,1637,N
R,4713,8087,10897,17160,4537,7052,870,N
R,0,0,0,10508,0,0,12555,N
R,893,335,0,207,3054,1027,850,N
R,3127,0,0,0,5086,831,0,N
R,0,0,0,0,0,449,1987,N
R,4177,788,3107,6895,7900,9711,2550,N
PF,0,0,0,988,536,575,273,N
R,1140,4829,14657,2700,645,9766,1396,N
R,0,138,192,152,522,708,569,N
R,0,0,0,24,12172,25431,4485,N
R,13011,10227,38488,19080,22234,16252,4384,N
R,2981,12883,0,0,0,211,212,N
R,873,259,0,0,178,1061,688,N
R,204,852,591,3243,3755,5626,1288,N
R,338,1566,1425,1042,1502,876,2721,N
R,177,2744,8838,4263,1022,2577,1369,N
R,1720,353,1748,52,662,10,473,N
R,1287,34,118,0,74,15,0,N
R,14,555,1968,1394,1399,1060,1265,N
R,0,0,3611,956,0,0,0,N
R,0,0,0,0,0,614,4342,N
R,525,1006,686,650,0,0,0,N
R,419,1149,4632,2575,1244,374,597,N
R,1178,1216,3436,3,3,0,1659,N
R,0,572,49,32,21,0,735,N
PF,327,909,711,2221,0,0,159,N
R,2258,241,0,2130,38,501,3329,N
R,0,3002,4006,3578,913,6291,676,N
R,2272,1490,5184,1927,0,0,232,N
PF,1471,496,1372,259,1609,1988,2464,N
R,471,1148,39,647,1995,1837,989,N
R,0,0,1393,285,0,0,0,N
R,1837,2350,2919,733,0,0,306,N
R,529,515,1604,732,1256,1232,1572,N
R,1287,3740,310,0,615,1019,4153,N
R,0,0,0,0,0,0,1125,N
R,802,0,3,129,30,290,343,N
R,742,1962,2692,103,0,0,2812,N
R,2921,438,284,228,404,382,1319,N
R,1410,1015,838,4632,637,2838,1687,N
R,0,0,0,0,1790,8422,2418,N
R,133,0,81,688,33,60,0,N
R,4327,857,93,768,3093,113,295,N
R,1077,333,2671,4853,1148,5575,811,N
R,8,9,2,0,268,418,1675,N
R,0,0,215,0,149,0,0,N
R,5918,0,0,596,0,5222,8195,N
R,849,2470,2419,742,8636,759,274,N
R,0,201,2180,602,2254,0,0,N
R,1392,296,47,271,788,1288,1505,N
R,2417,5694,8004,2568,4291,1698,3232,N
R,2189,1348,360,95,92,80,0,N
R,0,0,0,0,140,3349,979,N
R,1872,1061,7166,1427,2249,3663,1694,N
R,2003,25,342,0,0,0,912,N
R,0,734,9993,549,0,0,0,N
R,0,2681,1312,0,0,470,0,N
R,493,923,152,1206,736,382,297,N
PF,145,1837,1940,0,0,9,0,N
R,473,126,30,1918,1839,677,201,N
R,158,1881,694,1078,782,1228,287,N
R,0,76,448,0,0,1076,1379,N
R,133,0,265,159,686,33,0,N
R,1476,732,689,785,903,171,510,N
R,6721,7157,6259,2429,4220,8132,545,N
R,0,0,0.1,0,485,15,1223,N
PF,244,829,143,117,190,343,964,N
R,5,213,435,0,201,0,205,N
R,11736,921,1760,637,9184,870,3748,N
R,873,14,1220,419,505,412,1135,N
R,482,332,368,1162,4,979,2134,N
R,1000,0,0,0,0,707,375,N
R,3058,17,962,2807,1805,1014,2951,N
R,0,0,0,1580,790,466,432,N
PF,390,540,315,45,360,300,1732,N
R,869,816,1400,286,0,574,1510,N
R,0,0,0,201,539,401,875,N
R,845,4540,5073,7901,3247,261,1149,N
R,22,12,6,138,324,2108,552,N
R,512,1397,1204,0,1841,694,602,N
R,0,0,0,0,0,52,0,N
R,0,0,0,0,1127,584,0,N
R,40,1517,165,962,109,103,81,N
R,0,0,0,0,898,2108,2592,N
R,5421,13351,23636,10399,13188,22562,4901,N
R,1401,2031,1406,319,888,2038,1446,N
R,2056,262,384,319,5982,2221,1409,N
R,0,0,795,1247,247,2735,5961,N
R,755,1716,1542,818,1424,2371,491,N
R,0,0,0,4482,58,3623,2751,N
R,583,56,1050,0,2181,0,0,N
R,1429,416,914,1584,1196,2063,1847,N
R,1239,413,2030,3298,466,360,463,N
R,0,2246,2817,1993,1547,2770,1521,N
PF,493,500,405,2164,771,2737,10656,N
R,353,797,0,173,232,2928,1421,N
R,4135,445,8711,714,177,1203,0,N
R,0.1,111,94,0,1473,703,1674,N
R,529,324,927,0,0,0,0,N
R,2847,7626,2129,398,211,107,2206,N
R,1152,1875,539,125,27,205,912,N
F,0,0,0,0,0,5,1175,N
R,0,1528,1085,1540,705,629,3148,N
R,1525,1494,295,1255,1374,393,1074,N
R,2211,81,2111,1978,773,2633,1816,N
R,0,0,1284,387,460,1002,1759,N
PF,180,0,0,115,490,948,999,N
R,1523,3618,15,12809,1864,2371,77,N
R,819,320,4,0,146,688,1616,N
R,2298,2200,4102,1038,1031,142,766,N
R,48,6369,7123,4633,1330,0,134,N
R,14581,12283,3517,2927,0,0,0,N
PF,221,4172,7733,1932,528,942,38,N
R,1821,397,252,6754,2823,9598,274,N
R,2149,4529,6272,5763,2823,4504,1503,N
R,564,24,0,1,0,79,236,N
R,500,1928,1870,1265,746,1187,0,N
R,84,193,0,0,0,0,45,N
R,492,864,740,350,421,140,1016,N
R,509,559,213,90,5171,78,0.1,N
R,0,0,0,0,1050,512,455,N
R,1839,475,1690,1443,1833,3794,1292,N
R,0,2322,12,0,3062,172,4,N
R,2054,1366,1572,881,208,0,0,N
R,2,0,0,0,678,321,1653,N
R,1143,535,638,1250,842,548,502,N
R,24,655,301,484,1263,1788,1304,N
PF,24,0,0,24,0,7,0,N
R,0,68,0,210,61,70,77,N
F,0,0,0,0,0,0,354,N
R,0,0,0,0,1776,1597,0,N
R,3,0,273,829,270,79,871,N
R,3138,3524,2454,2275,3376,1635,1113,N
R,44,517,583,48,1313,598,823,N
R,216,0,0,0,441,1356,1068,N
R,2084,926,1126,829,577,574,520,N
R,584,120,142,1029,2512,973,580,N
R,239,2230,269,87,0,2228,4452,N
R,0,1327,1882,1453,122,30,323,N
R,429,1870,0,389,1210,2595,1329,N
R,401,834,1522,810,606,0,602,N
R,0,0,0,0,1184,147,0,N
R,6,0,0,0,0,137,9,N
R,0,3788,725,1227,1041,1401,1599,N
R,24,924,46,69,295,448,19,N
R,291,0,0,0,1060,211,95,N
R,439,815,121,288,527,227,1153,N
R,282,3864,854,2999,144,0,0,N
R,755,492,753,49,627,0,0,N
F,0,55,1230,7,4502,188,669,N
R,0,0,0,0,0,0,2385,N
R,775,513,2,1272,708,892,370,N
R,0,1002,698,670,1220,496,10,N
R,474,409,771,856,286,555,488,N
R,0,39,884,1382,0,498,206,N
R,1318,1278,1339,2070,360,0,956,N
PF,0,0,0,0,10287,3208,2138,N
R,3268,1717,4656,6200,12007,1806,878,N
R,1416,1475,1446,519,0,0,401,N
R,0,0,0,0,0,0,237,N
R,510,362,722,464,1725,2435,522,N
F,0,0,0,0,0,0,94,N
R,6157,2230,1309,3127,1064,7542,632,N
F,0,0,0,0,0,343,401,N
R,0,1783,579,1452,30,1331,158,N
R,765,576,934,532,403,1079,1208,N
R,1230,316,667,0,428,883,1236,N
R,392,799,1126,831,605,655,1930,N
R,435,3919,811,186,759,1468,1147,N
R,343,799,349,459,1098,896,1125,N
R,0,450,300,0,0,300,75,N
R,28,248,1391,995,893,471,441,N
R,928,7,0,655,2489,371,46,N
R,0,0,0,0,0,523,302,N
R,779,518,150,856,274,420,1025,N
R,201,0,158,0,0,0,416,N
R,1365,1239,40,0,674,984,990,N
R,2266,684,0,514,0,0,0,N
PF,167,132,329,169,132,262,1343,N
R,0,0,0,0,0,1486,2516,N
R,262,5,0,155,449,455,46,N
R,2791,1374,0,459,115,31,2225,N
R,1985,122,31,329,0,2792,4223,N
R,236,395,300,1,41,268,451,N
PF,405,1162,300,0,413,150,2166,N
R,271,4013,3496,3766,3521,2713,2460,N
R,888,245,137,81,196,2,1192,N
R,1021,161,0,0,2659,580,4332,N
R,0,0,0,0,0,529,0,N
R,1621,0,1592,0,0,1942,1157,N
R,0,0,1624,832,1607,64,6715,N
R,791,10,7,263,565,501,691,N
R,0,0,0,0,952,300,500,N
R,19,1409,44,745,661,767,1653,N
R,122,6523,5202,2519,0,476,401,N
R,0,14,163,0,0,285,0,N
R,1177,2068,1731,0,2833,781,3525,N
R,0,118,193,129,220,702,622,N
R,0,0,0,0,0,0,194,N
R,0,0,0,0,0,0,170,N
R,1088,803,1026,2327,3,1527,0,N
F,0,0,0,0,0,1887,207,N
R,605,674,135,3,0,944,1049,N
R,0,0,0,0,726,0,1899,N
R,1546,819,430,430,135,1403,27,N
R,527,0.1,454,1110,203,68,358,N
R,0,0,0,0,0,4295,143,N
R,0,0,0,0,0,0,490,N
R,369,1150,23,540,80,137,1322,N
R,0,0,0,0,0,2952,153,N
R,694,337,311,0,0,0,0,N
R,1956,791,6164,10573,406,498,2600,N
R,1627,5484,5851,8049,8229,7399,3061,N
R,123,43,0,0,7958,201,5240,N
R,256,952,640,346,55,968,1038,N
R,886,2298,5236,1641,0,0,0,N
R,98,0,90,59,304,212,426,N
R,1108,1057,312,1129,0.1,92,1308,N
R,0,23,934,540,1005,744,817,N
R,0,45,156,5,729,293,248,N
R,3594,8183,9035,10914,5962,5479,5712,N
PF,67,559,548,170,433,666,929,N
R,159,327,340,650,417,861,820,N
R,6582,1828,2142,1089,1795,988,1124,N
R,16331,264,963,33,112,0,5149,N
R,0,695,2382,2529,5348,5321,372,N
R,825,586,285,553,406,0,215,N
R,3958,564,11,2,248,193,1324,N
PF,17,395,420,537,580,571,397,N
F,11,200,674,405,367,285,540,N
R,0,0,7802,11838,0,0,0,N
R,5141,2901,4226,4827,827,2252,1613,N
R,487,914,1284,853,576,787,1005,N
R,1625,1387,359,234,386,238,11,N
PF,313,980,1114,125,0,0,180,N
R,22,179,200,137,143,63,447,N
R,0,0,0,0,166,161,177,N
PF,0,0,0,0,0,0,201,N
R,100,0,344,212,104,0,134,N
R,28,15,0,0,0,0,0,N
R,1040,1945,3720,522,404,481,1084,N
R,175,0,45,223,340,119,73,N
R,2800,1708,3573,1237,1077,771,1536,N
R,0,0,0,0,191,738,133,N
R,1061,1943,595,1390,377,751,1654,N
R,0,672,617,292,41,518,10,N
R,0,0,404,0,753,1004,687,N
R,0,1292,0,0,0,0,0,N
R,0,0,2053,348,746,1657,1562,N
R,779,1754,35,959,2230,6108,10816,N
R,0,201,56,0,0,0,599,N
R,0,333,301,151,550,451,448,N
F,0,0,0,0,1263,646,720,N
F,0,367,18,4,217,27,328,N
R,1252,2267,125,1,0,864,28,N
R,0,0,0,0,0,0,1474,N
R,997,1851,869,2436,827,2427,1906,N
R,254,279,0,0,556,973,1935,N
R,0,0,142,3335,176,63,137,N
PF,79,678,0,1,60,0,0,N
R,0,0,33,0,0,1076,33,N
R,0,0,0,0,2361,19,82,N
F,0,0,0,0,0,0.1,515,N
R,0,0,0,8528,0,0,0,N
R,1037,64,308,61,1037,1883,585,N
R,78,1085,283,1600,1034,2270,417,N
R,0,7,64,75,30,359,351,N
R,500,367,3251,2571,1433,1000,1701,N
PF,227,477,77,338,158,19,632,N
R,476,1666,1546,157,150,579,602,N
R,1306,1436,937,2282,826,5138,5680,N
R,0,232,1121,1688,169,184,949,N
R,308,198,331,1652,675,254,470,N
R,2047,857,0,3278,2384,0,4490,N
R,0,0,948,1888,0,0,0,N
R,0,0,0,0,0,402,707,N
R,164,863,359,1362,811,200,972,N
R,0,471,1998,1761,2322,401,412,N
R,0,362,0,0,0,290,1002,N
R,699,39,198,231,0,404,4,N
R,0,0,0,352,746,704,416,N
R,969,654,1069,977,726,1170,284,N
R,155,517,694,1022,9,1187,561,N
R,0,0,0,0,135,232,600,N
R,0,0,0,0,0,0,401,N
PF,920,606,1173,623,422,226,694,N
R,0,0,0,0,0,368,1043,N
R,545,2785,519,0,124,508,0,N
R,10,442,368,0,0,380,221,N
R,2717,304,573,1904,3014,348,2807,N
R,638,1525,938,393,459,607,513,N
R,1493,2183,1979,1142,1325,502,18,N
R,1224,149,3394,143,28,0,365,N
R,0,0,0,0,0,398,743,N
R,12,1,75,0,334,609,130,N
F,0,0,0,0,100,1785,550,N
R,79,172,7,70,0,0,100,N
R,0,0,0,148,806,1331,542,N
R,0,15,226,278,604,309,300,N
R,2860,130,431,979,1850,4253,2406,N
R,0,0,0,0,0,0,7,N
R,832,237,405,488,508,742,784,N
R,0,393,279,0,43,82,252,N
R,0,0,122,0,0,407,1665,N
R,0,359,701,203,110,137,432,N
R,0,0,326,764,1050,851,1534,N
R,222,62,2482,1187,8106,1881,9053,N
R,600,0,0,596,993,629,556,N
R,369,0,4931,9140,1758,21,0,N
R,1242,638,515,1173,2229,828,1854,N
R,5,0,241,584,587,242,0,N
R,1618,110,0,32,0,0,386,N
R,0,0,0,0,0,0,352,N
R,3542,10242,12302,6885,1813,384,865,N
R,787,0,2223,694,329,1607,1081,N
R,322,111,257,99,196,11,0,N
R,96,201,392,145,0,0,0,N
R,869,1725,714,24,75,982,56,N
R,426,348,16,0,332,274,102,N
R,157,38,408,623,212,756,450,N
F,0,0,158,405,385,2,461,N
PF,705,0,0,0,0,463,817,N
R,924,688,316,952,1195,590,255,N
R,1,0,0,0,2669,1831,2020,N
R,0,0,0,0,0,0,510,N
R,0,0,0,0,0,185,562,N
R,516,0,1879,0,6446,2003,105,N
R,17,0,0,0,0,0,0,N
R,602,0,0,201,3404,0,2207,N
R,935,1854,0,2613,0,471,1064,N
R,422,297,215,253,1252,215,189,N
F,0,0,0,0,0,103,1208,N
R,155,141,168,375,104,489,268,N
R,19,0,0,0,0,3838,151,N
R,666,529,1671,98,309,490,1521,N
R,500,225,75,277,150,740,927,N
R,185,333,91,355,169,934,871,N
F,0,0,19,376,0,0,61,N
R,116,1518,2266,1369,346,717,160,N
F,0,0,32,376,628,682,679,N
R,2729,2360,4569,2138,612,0,2031,N
R,2,0,238,324,0,1,0,N
F,0,0,0,0,0,914,1298,N
R,3,317,666,475,0,0,15,N
R,75,0,0,0,0,0,75,N
R,218,265,241,71,191,5,0,N
R,0,226,45,54,463,0,626,N
PF,0,23,120,10,178,274,4,N
R,1458,11231,1747,281,675,72,0,N
R,476,1464,837,753,1043,1729,526,N
R,28,485,55,336,515,565,10,N
R,0,0,0,0,0,0,934,N
PF,21,4,520,658,1067,1513,1667,N
R,1,0,0,448,100,0,0,N
R,201,201,0,401,201,0,401,N
F,0,0,30,148,201,231,382,N
R,148,122,40,127,44,144,322,N
R,686,1043,3,374,1070,318,1389,N
R,612,580,404,0,0,1572,1494,N
R,0,2949,936,2269,0,0,151,N
R,0,0,0,0,0,63,2,N
F,0,0,0,0,0,0,257,N
R,2288,4393,498,0,793,364,3041,N
PF,0,0,0,0,201,401,201,N
R,30,168,239,215,188,224,485,N
R,685,2507,1079,1215,4928,395,73,N
R,821,921,643,893,430,776,939,N
F,0,0,0,416,338,192,790,N
R,0,201,0,673,5,0,0,N
R,0,0,0,270,172,364,480,N
R,709,855,178,1378,1194,934,1030,N
R,0,0,944,0,0,5,0,N
F,0,0,0,147,0,0,0,N
R,0,401,1204,75,150,302,602,N
R,0,30,0,0,0,0,0,N
F,0,135,548,1111,1259,1690,702,N
PF,1180,1893,3442,2078,3829,1267,2465,N
PF,0,273,23,328,101,105,223,N
R,576,330,956,229,498,644,766,N
F,0,0,0,601,1829,1447,925,N
R,541,285,85,1184,498,239,1511,N
R,661,1884,1684,1485,460,341,26,N
PF,401,0,201,51,0,1496,550,N
R,400,353,653,405,206,128,231,N
R,199,375,189,119,160,622,404,N
R,0,0,0,0,0,7119,118,N
R,0,85,0,0,0,403,1141,N
F,0,1010,1076,2891,126,0,0,N
R,0,0,0,0,944,480,0,N
R,4,0,0,0,0,0,377,N
R,0,0,0,0,0,232,161,N
R,0,0,9,1,0,831,9,N
R,110,310,233,143,78,153,299,N
PF,164,81,124,61,70,293,270,N
R,132,213,172,300,214,190,363,N
R,54,0,0,0,0,0,0,N
R,0,0,0,239,516,0,0,N
R,3601,3100,7908,5121,1631,863,0,N
R,441,386,0,0,0,0,0,N
R,780,390,1148,477,710,733,350,N
R,454,671,254,472,404,386,376,N
R,0,0,0,0,357,450,221,N
R,1412,123,187,0,0,87,998,N
R,141,1135,1110,1213,8,236,173,N
R,0.1,123,372,65,10,0,0,N
R,285,322,274,226,375,255,378,N
F,0,0,0,0,0,0,48,N
R,73,439,100,782,963,1188,644,N
PF,0,0,0,0,0,180,3,N
R,1,0,0,0,0.1,317,194,N
R,314,1140,1454,1798,319,160,595,N
R,50,0,2952,265,2437,6038,2436,N
R,0,0,371,1343,147,1581,1804,N
R,1065,599,1530,999,855,0,698,N
R,0,584,91,0,0,0,0,N
R,163,18,63,55,138,476,612,N
R,0,0,0,0,0,970,0,N
R,75,0,0,0,0,35,348,N
R,0,0,254,97,0,0,1029,N
F,0,0,0,0,0,0,34,N
R,0,0,2306,665,0,12,0,N
R,3222,170,91,5,0,0,0,N
R,0,105,8,15,42,0,717,N
R,1561,0,1305,1570,1617,847,803,N
F,0,0,0,71,605,527,644,N
F,0,0,0,0,0,0,256,N
R,0,0,203,570,645,160,196,N
PF,0,0,0,476,418,645,86,N
R,0,0,0,0,0,0,541,N
R,49,15,0,60,289,345,247,N
R,30,71,297,139,47,149,133,N
PF,309,73,52,148,56,5,0,N
PF,1915,57,53,460,66,128,77,N
PF,538,200,947,309,457,272,321,N
R,1038,5,422,419,1540,748,630,N
R,1,0,0,0,0,184,54,N
R,100,121,45,275,398,117,79,N
R,1190,562,1266,778,1186,647,1029,N
R,636,13,90,559,71,1210,1079,N
R,133,0,3,61,132,196,140,N
PF,416,1256,47,404,212,0,0,N
R,0,0,390,0,0,0,0,N
F,0,0,217,19,1,84,52,N
R,448,248,927,264,435,327,222,N
R,2711,262,1402,358,2891,347,2428,N
R,0,0,0,0,304,416,120,N
R,386,0,0,1078,92,0,0,N
R,69,26,0,663,1028,520,520,N
R,102,223,46,145,79,3,94,N
R,1104,26,99,0,0,71,0,N
R,10,106,0,1059,182,404,917,N
R,0,0,0,91,15,243,455,N
R,1493,1337,172,0,0,651,2395,N
R,190,411,533,122,306,344,332,N
R,0,30,835,30,0.1,0,0,N
R,0,438,473,0,0,179,276,N
PF,952,184,1440,875,944,1592,459,N
R,57,1047,1309,1706,741,431,688,N
PF,79,354,861,0,17,75,324,N
R,0,478,5191,2424,54,286,133,N
F,0,0,0,0,0,0,526,N
R,0,0,0,0,978,792,677,N
R,0,0,0,0,0,0,157,N
R,185,134,0,0,0,120,140,N
R,0,0,0,0,0,0,120,N
R,0,0,201,401,991,0,0,N
R,374,0,1267,222,707,175,302,N
R,6278,759,0,0,0,0,0,N
R,7494,79588,88779,102333,8954,957,0,N
R,0,0,0,0,0,0,413,N
PF,555,826,745,359,483,343,488,N
R,304,262,285,304,345,330,420,N
R,104,288,459,352,309,518,169,N
R,0,0,0,0,1005,2204,581,N
R,171,227,0,0,0,0,836,N
F,0,0,0,0,0,0,257,N
PF,7,4,0,1,300,265,450,N
R,0,0,0,0,0,5,2,N
R,0,15,15,316,355,315,292,N
R,0,0,0,34,348,322,281,N
R,0,0,0,0,201,0,302,N
R,0,0,49,117,0,0,0,N
R,0,41,0,150,80,19,319,N
R,580,321,738,184,32,358,4,N
R,0,0,0,0,18029,886,2490,N
R,0,0,0,248,109,0,151,N
R,968,0,0,697,874,251,0,N
R,76,0,0,0,210,0,405,N
PF,38,34,0.1,4,0,18,1,N
R,30,383,189,622,120,708,603,N
R,464,742,19,34,0,0,294,N
R,378,528,300,30,0,300,161,N
R,0,155,123,0,25,0,0,N
R,645,825,1220,404,0,1709,198,N
R,93,30,427,431,405,270,324,N
R,10,145,60,94,4,470,562,N
R,0,165,83,55,48,0,0,N
F,0,0,187,505,316,884,511,N
PF,0,0,174,638,738,180,161,N
PF,0,0.1,0.1,0,0,79,492,N
R,0,0,201,201,401,201,201,N
R,0,0,0,2160,39,0,0,N
R,0,0,0,0,0,2202,0,N
R,75,504,1482,61,0,0,0,N
R,151,82,151,285,181,264,181,N
PF,0,1,0,0,0,0,0,N
R,48,381,237,124,246,221,307,N
R,0,0,0,0,0,12,11,N
R,0,125,141,42,181,261,350,N
F,0,0,0,0,0,0,123,N
R,285,44,300,140,303,58,70,N
R,249,300,111,196,0,329,195,N
R,0,0,0,0,42,284,590,N
R,15203,7527,10762,4563,13641,13261,1258,N
R,538,1179,1741,1723,1376,216,1506,N
R,0,1,148,74,31,2506,2375,N
R,0,132,32,57,13,550,184,N
R,1199,1139,1312,1322,645,1969,949,N
R,2079,139,0,0,0,159,3,N
F,0,0,0,0,0,0,655,N
R,45,277,667,127,210,262,337,N
PF,15,255,0,210,360,225,105,N
F,0,0,0,0,0,0,305,N
R,290,667,375,709,300,147,128,N
R,36,495,924,122,163,0,0,N
R,0,0,0,0,0,504,835,N
R,0,291,521,0,225,0,0,N
PF,341,450,674,369,90,324,30,N
R,0,0,198,15,120,248,1334,N
R,129,144,1276,75,94,15,11,N
R,402,627,355,191,224,109,82,N
R,0,0,0,0,201,0,944,N
R,76,326,0,47,0,15,0,N
R,30,67,115,222,168,317,246,N
R,0,0,0,437,435,506,1201,N
PF,89,49,42,37,141,33,2,N
R,262,1360,110,262,518,355,157,N
R,0,0,0,0,0,338,767,N
R,175,6,201,207,5,0,201,N
R,0,0,0,2557,1503,4027,2415,N
R,129,146,502,75,154,225,185,N
R,2260,0,12041,15935,106,0,0,N
R,1977,1170,557,0,145,211,933,N
R,201,0,118,0,587,50,128,N
PF,65,89,54,22,67,17,136,N
F,0,0,0,0,0,216,71,N
R,35,405,143,58,85,45,105,N
R,330,382,305,353,360,287,270,N
R,424,403,301,250,131,79,154,N
R,90,137,120,93,371,311,560,N
R,67,33,185,15,0,0,7,N
R,0,0,0,0,135,772,249,N
R,169,81,168,314,342,290,30,N
R,150,300,605,525,300,725,0,N
R,216,109,112,195,37,202,172,N
R,0,0,0,0,0,0,480,N
R,65,28,5,2,35,202,388,N
R,60,275,271,104,201,400,120,N
R,12,216,299,152,165,264,122,N
R,3552,232,14,1270,16379,449,0,N
PF,432,227,333,381,405,348,84,N
R,30276,13129,1297,3435,1221,613,7,N
R,0,0,0,0,0,0,106,N
F,0,0,0,95,19,7,89,N
R,0,0,0,245,225,343,250,N
F,0,0,0,0,0,115,230,N
R,5,197,24,0,0,0,55,N
F,26,0,83,54,139,254,70,N
PF,1895,540,722,240,456,105,150,N
R,0,157,1378,0,0,0,369,N
R,366,913,180,952,755,0,75,N
R,0,1449,0,0,10,352,223,N
R,210,142,330,451,307,219,220,N
R,0,0,1045,3439,1075,737,669,N
F,0,0,0,0,41,54,102,N
R,0,1017,204,243,191,5687,615,N
F,0,0,0,0,0,0.1,354,N
R,22,66,105,26,59,85,76,N
R,226,165,39,2,2,20,0,N
R,0,0,828,8,266,27,617,N
R,803,453,803,783,432,192,7,N
R,361,736,1237,254,491,389,431,N
PF,0,0,350,46,39,266,200,N
R,0,0,0,182,0,8,57,N
R,0,375,0,0,0,0,300,N
PF,0,44,0,0.1,4,80,282,N
R,0,75,0,24,1327,1315,0,N
R,0,0,0,16,436,254,0,N
R,30,0,115,120,147,90,285,N
R,625,187,648,84,554,1816,1180,N
F,0,0,0,0,95,421,243,N
R,2,0,0,0,240,241,567,N
R,0,0,0,3770,14819,4771,3880,N
R,0,0,0,0,0,0,91,N
R,0,85,0,511,78,479,401,N
R,19,131,8,208,119,108,144,N
R,0,450,349,0,420,135,30,N
R,66,437,70,55,240,1071,241,N
F,0,0,0,0,0,496,0,N
R,306,246,217,254,223,206,380,N
R,309,99,248,25,295,247,291,N
R,643,0,0,3070,1818,0,0,N
F,0,0,0,0,0,0,35,N
R,0,30,0,199,390,259,75,N
R,5232,6608,301,111,104,1963,0,N
R,0,0,0,0,0,1112,1288,N
R,196,752,368,353,0,1812,555,N
R,0,0,0,0,0,115,97,N
F,0,0,0,0,0,0,30,N
R,0,0,201,0,241,0,0,N
R,0,267,0,465,246,0,91,N
R,17,196,57,0,75,145,418,N
R,0,69,0,237,468,440,0,N
R,0,0,0,601,589,0,856,N
R,206,15,144,298,227,712,124,N
R,6,0,0,0,22,0,149,N
R,304,188,104,0,193,255,97,N
R,0,865,0,0,0,0,0,N
R,42,471,276,78,2,60,770,N
R,0,1262,0,249,1035,206,0,N
R,0,0,0,201,602,0,201,N
R,168,262,46,105,187,225,136,N
R,0,0,0,0,0,9,0,N
R,0,192,400,7,0,0,0,N
F,0,0,0,0,201,920,276,N
R,0,0,0,0,0,15,103,N
R,466,220,259,173,501,590,97,N
R,212,302,114,203,297,240,97,N
PF,0,0,0,878,0,0,0,N
PF,123,0,9,5,0,0,0,N
R,0,42,5,167,545,199,101,N
R,0,0,401,1062,0,3535,312,N
PF,259,0,848,270,191,178,567,N
PF,0,0,0,0,0,345,217,N
R,141,0,0,0,0,0,0,N
R,374,52,221,217,286,82,378,N
R,611,617,512,216,678,150,75,N
R,199,306,769,360,247,352,447,N
R,49,83,562,0,0,0,0,N
R,89,111,148,0,0,0,0,N
PF,0,101,1358,131,69,82,127,N
R,69,232,199,181,90,357,262,N
R,0,0,0,30,112,767,129,N
PF,0,8,0,132,109,17,0,N
R,266,8,0,2294,0,302,0,N
F,0,0,0,0,0,4,477,N
F,0,0,0,0,327,782,367,N
R,40,0,562,26,395,92,0,N
R,0,57,57,0,44,0,56,N
R,263,52,0,0,0,0,0,N
R,201,0,201,0,216,216,81,N
PF,395,101,71,102,236,80,142,N
R,825,3321,169,0,4,2610,576,N
F,0,0,0,55,21,1146,1073,N
R,180,120,180,240,186,64,60,N
PF,101,188,121,205,86,4,57,N
R,0,0,61,178,58,157,24,N
R,16,274,581,172,137,168,80,N
R,52,557,964,86,88,0,0,N
R,255,0,0,0,0,0,1109,N
R,530,0,834,10,29,0,101,N
R,0,12,0,0,0,2168,0,N
R,225,196,198,102,104,39,88,N
R,0,0.1,193,918,0,0,0,N
R,0,0,0,0,0,15,0,N
R,0,0,0,28,0,16,39,N
R,0,0,0,0,0,0,48,N
R,0,0,0,0,0,0,15,N
PF,24,5,180,74,41,94,178,N
R,611,305,237,0,1109,1594,1507,N
F,0,0,0,82,111,133,336,N
F,0,0,498,38,306,515,61,N
R,3,0,0,182,246,50,0,N
R,300,450,90,202,200,240,30,N
R,382,521,450,195,867,1023,999,N
PF,36,9,14,11,23,40,132,N
